SHIP'S NAME,COUNTRY,DWT,LBP,B,D,d,Air_d,Vs,L/B,L/D,B/D,B/d,L/d,d/D,Fn
Atlantic Galaxy,Cyprus,115583,238,44,21.20000076,14.75,6.45000076,7.561679902,5.409090909,11.22641469,2.075471624,2.983050847,16.13559322,0.695754692,0.156493141
Formosaproduct Cosmos,Taiwan,69910,219,32.20000076,20,13.60000038,6.39999962,7.716,6.801242075,10.95,1.610000038,2.367647049,16.10294073,0.680000019,0.166469877
LNG Enugu,Norway,83068,274.4200134,43.43600082,26,12.35000038,13.64999962,10.18511961,6.317801092,10.5546159,1.670615416,3.517084978,22.22024332,0.475000015,0.196301555
LNG Oyo,Norway,83046,274.3999939,43.43600082,26,12.35000038,13.64999962,10.18511961,6.317340195,10.55384592,1.670615416,3.517084978,22.2186223,0.475000015,0.196308715
Suula,Finland,14665,132.1999969,21.73200035,11.85000038,8.699999809,3.150000571,7.2016,6.083195047,11.15611752,1.833924021,2.49793113,15.19540228,0.734177176,0.199976411
Energy Advance,Japan,71586,277,49,27,11.43299961,15.56700039,10.0308,5.653061224,10.25925926,1.814814815,4.285839383,24.22811243,0.42344443,0.192424862
Moyra,Gibraltar,18500,154,23,12.80000019,9,3.80000019,7.9732,6.695652174,12.03124982,1.796874973,2.555555556,17.11111111,0.70312499,0.205134069
Formosa Thirteen,Taiwan,45706,172,32.20000076,18.70000076,12,6.70000076,7.767440195,5.341614781,9.197860589,1.721925104,2.683333397,14.33333333,0.641711204,0.189094628
Heather Knutsen,Norway,148644,262,46,23.60000038,17.02099991,6.57900047,7.664559805,5.695652174,11.10169474,1.949152511,2.702543931,15.39275021,0.721228798,0.15118269
Jasmine Knutsen,Norway,148706,262,46,23.60000038,17,6.60000038,7.561679902,5.695652174,11.10169474,1.949152511,2.705882353,15.41176471,0.720338971,0.149153394
Stena Compass,Greece,72768,219,32.22999954,20.60000038,14.41800022,6.18200016,8.076079902,6.79491167,10.63106777,1.564563056,2.235400128,15.18934642,0.69990291,0.174238469
Wappen Von Frankfurt,Panama,8250,110.4000015,18.20000076,9.399999619,7.400000095,1.999999524,7.716,6.065933895,11.74468149,1.936170372,2.459459531,14.91891893,0.787234085,0.234462384
BRO Edward,France,37300,174.6000061,31,16.39999962,10.5,5.89999962,7.716,5.632258261,10.64634208,1.890243946,2.952380952,16.62857201,0.640243917,0.186438495
Leinestern,Isle of Man,37082,176,31,16.70000076,10.60000038,6.10000038,7.716,5.677419355,10.53892168,1.856287341,2.924528197,16.60377299,0.634730533,0.185695501
BRO Elliot,France,36809,176,31.29999924,16.39999962,10.60000038,5.79999924,7.4588,5.623003331,10.73170757,1.908536583,2.952830011,16.60377299,0.646341502,0.179505651
Crescent Cuillin,United Kingdom,3419,86.69999695,14.80000019,7,5.75,1.25,6.9444,5.858107827,12.38571385,2.114285741,2.573913077,15.07826034,0.821428571,0.238117154
Gulf Pearl,Bahamas,74999,219,32.23400116,20.89999962,14.5,6.39999962,8.2304,6.794068131,10.47846909,1.542296734,2.223034563,15.10344828,0.693779917,0.177567868
Markos I,Cyprus,45999,174.8000031,32.22800064,17.5,12,5.5,7.561679902,5.423855021,9.988571606,1.841600037,2.68566672,14.56666693,0.685714286,0.182605169
Loukas I,Cyprus,45568,174.8000031,32.22800064,17.5,12,5.5,7.561679902,5.423855021,9.988571606,1.841600037,2.68566672,14.56666693,0.685714286,0.182605169
Formosapetro Forever,Liberia,281396,316.6000061,60,28.89999962,21.39999962,7.5,8.2304,5.276666768,10.95501766,2.076124595,2.803738368,14.79439307,0.740484426,0.147683161
Formosapetro Giant,Liberia,281396,319,60,29.5,21.39999962,8.10000038,8.2304,5.316666667,10.81355932,2.033898305,2.803738368,14.90654232,0.725423716,0.147126566
Crescent Beaune,United Kingdom,3491,82,14.81999969,7.599999905,5.400000095,2.19999981,5.967040195,5.533063544,10.78947382,1.949999984,2.744444339,15.18518492,0.710526337,0.210386338
Analipsi Lady,Greece,71818,219,32.27099991,20.39999962,13.85000038,6.54999924,7.664559805,6.786278721,10.73529432,1.58191179,2.330036031,15.81227393,0.6789216,0.165360073
British Mallard,Isle of Man,114809,239,43.83599854,21.29999924,15,6.29999924,8.076079902,5.452139975,11.22065768,2.058028174,2.922399903,15.93333333,0.704225377,0.166788903
British Gannet,Isle of Man,114809,239,43.83599854,21.29999924,15,6.29999924,8.076079902,5.452139975,11.22065768,2.058028174,2.922399903,15.93333333,0.704225377,0.166788903
British Cormorant,Isle of Man,113782,239,43.83599854,21.29999924,15,6.29999924,8.076079902,5.452139975,11.22065768,2.058028174,2.922399903,15.93333333,0.704225377,0.166788903
British Robin,Isle of Man,113782,239,43.83599854,21.29999924,15.03999996,6.25999928,8.076079902,5.452139975,11.22065768,2.058028174,2.91462757,15.89095749,0.70610331,0.166788903
High Priority,Singapore,46847,172,32.20000076,19.25,12.80200005,6.44799995,8.076079902,5.341614781,8.935064935,1.672727312,2.515232045,13.43540067,0.665038964,0.196608314
Temasek River,Singapore,107113,235,42,21.29999924,14.79800034,6.5019989,7.510240195,5.595238095,11.03286424,1.971831056,2.838221316,15.88052403,0.694741825,0.156417519
Maersk Progress,Singapore,109181,233,42.02999878,22.20000076,15.44999981,6.75000095,8.076079902,5.543659452,10.49549514,1.893243123,2.720388304,15.08090633,0.695945914,0.16892275
Maersk Phoenix,Singapore,109571,233,42.02999878,22.20000076,15.5,6.70000076,8.076079902,5.543659452,10.49549514,1.893243123,2.711612825,15.03225806,0.698198174,0.16892275
Lauren,Marshall Islands,46911,174,32.20000076,18.79999924,12.2159996,6.58399964,7.4588,5.403726581,9.255319523,1.712766067,2.635887509,14.2436154,0.649787239,0.180534345
Brazos,Marshall Islands,46889,174,32.20000076,18.79999924,12.2159996,6.58399964,7.510240195,5.403726581,9.255319523,1.712766067,2.635887509,14.2436154,0.649787239,0.181779414
Shah Ismayil Khatai,Azerbaijan,13470,145,17.29999924,10.5,7.139999866,3.360000134,5.606959805,8.381503258,13.80952381,1.647618975,2.422969127,20.30812363,0.679999987,0.148665069
Ocean Moonbeam,Singapore,50359,180,32.20000076,20.20000076,13.5,6.70000076,7.716,5.59006198,8.910890754,1.594059384,2.385185241,13.33333333,0.668316807,0.183620626
Ocean Stellar,Singapore,50353,180,32.20000076,20.20000076,13.5,6.70000076,7.716,5.59006198,8.910890754,1.594059384,2.385185241,13.33333333,0.668316807,0.183620626
Oriental Emerald,Panama,50379,180,32.20000076,20.20000076,13.5,6.70000076,7.716,5.59006198,8.910890754,1.594059384,2.385185241,13.33333333,0.668316807,0.183620626
Speciality,United Kingdom,3750,87,17,7.699999809,6.566999912,1.132999897,5.6584,5.117647059,11.29870158,2.207792263,2.588701116,13.24805865,0.852857153,0.193686573
Superiority,United Kingdom,3750,87,17,7.699999809,6.566999912,1.132999897,6.9444,5.117647059,11.29870158,2.207792263,2.588701116,13.24805865,0.852857153,0.237706249
Torinia,Norway,115340,239,43.83000183,21.29999924,13.60000038,7.69999886,7.716,5.452885923,11.22065768,2.057746638,3.222794162,17.57352892,0.638497693,0.159352457
Lusail,Bahamas,67800,270,43.40000153,26,11.39999962,14.60000038,10.5966402,6.221197937,10.38461538,1.669230828,3.807017805,23.68421132,0.438461524,0.205897846
Baltic Sun II,Malta,37305,175,27.34000015,16.70000076,11.19999981,5.50000095,7.4588,6.4008778,10.47904144,1.637125683,2.441071483,15.62500027,0.670658641,0.180017793
Adventure,Malta,309021,318.3999939,58,31.25,22.52499962,8.72500038,8.178959805,5.489655067,10.1887998,1.856,2.574916803,14.13540507,0.720799988,0.146344716
Great Lady,Malta,309021,318.3999939,58,31.25,22.52499962,8.72500038,8.178959805,5.489655067,10.1887998,1.856,2.574916803,14.13540507,0.720799988,0.146344716
South Sea,Panama,149993,263,48.0379982,22.39999962,15.95300007,6.44699955,7.921759805,5.474832629,11.74107163,2.144553527,3.011220334,16.48592734,0.712187515,0.155958587
Border Thistle,Channel Islands,4999,75.80000305,17.17000008,8.949999809,6.300000191,2.649999618,6.1728,4.414676919,8.469274265,1.918435804,2.725396755,12.03174615,0.703910651,0.226366987
Border Tartan,Channel Islands,4975,75.80000305,17.17000008,8.949999809,6.300000191,2.649999618,6.1728,4.414676919,8.469274265,1.918435804,2.725396755,12.03174615,0.703910651,0.226366987
Joelmare,Liberia,71055,218,32.20000076,19.60000038,13.69999981,5.90000057,8.076079902,6.770186176,11.12244876,1.64285715,2.350365052,15.91240898,0.698979569,0.174637641
Torm Helvig,Denmark,46187,173.8999939,32.23199844,19.10000038,12.22999954,6.87000084,7.4588,5.395259441,9.104711541,1.687539152,2.63548648,14.21913331,0.640314099,0.180586248
New Spirit,Liberia,298972,316,60,29.70000076,21.5,8.20000076,8.2304,5.266666667,10.63973037,2.020201969,2.790697674,14.69767442,0.723905705,0.147823301
Energy Challenger,Liberia,70675,219,32.27000046,20.29999924,12.22000027,8.07999897,7.664559805,6.786488902,10.78817774,1.589655255,2.640752843,17.92143987,0.601970479,0.165360073
High Harmony,Panama,45913,172,32.20000076,18.70000076,12.02200031,6.67800045,7.767440195,5.341614781,9.197860589,1.721925104,2.678422886,14.30710327,0.642887691,0.189094628
Energy Champion,Liberia,70681,219,32.24000168,20.39999962,12.22000027,8.17999935,7.664559805,6.792803616,10.73529432,1.580392269,2.638297952,17.92143987,0.599019632,0.165360073
Ruby,Malta,47278,172,32.20000076,18.10000038,12.61699963,5.48300075,7.2016,5.341614781,9.502762231,1.77900553,2.552112365,13.63240113,0.697071788,0.175319518
Chrisopigi Lady,Greece,71810,219,32.27099991,20.39999962,13.85000038,6.54999924,7.870320098,6.786278721,10.73529432,1.58191179,2.330036031,15.81227393,0.6789216,0.169799276
Delta Victory,Marshall Islands,111056,239,44.04000092,21,13.60000038,7.39999962,7.716,5.426884537,11.38095238,2.097142901,3.238235271,17.57352892,0.647619066,0.159352457
Delta Captain,Liberia,111009,239,44.04000092,21,13.60000038,7.39999962,7.716,5.426884537,11.38095238,2.097142901,3.238235271,17.57352892,0.647619066,0.159352457
Delta Sailor,Liberia,111004,239,44.04000092,21,13.60000038,7.39999962,7.716,5.426884537,11.38095238,2.097142901,3.238235271,17.57352892,0.647619066,0.159352457
Seabravery,Malta,105042,234.0200043,42.04000092,21,14.89999962,6.10000038,7.4588,5.566603215,11.14380973,2.001904806,2.821476644,15.70604096,0.709523791,0.15567109
Seaborn,Malta,105042,234.0149994,42.04000092,21,14.89999962,6.10000038,7.4588,5.566484165,11.1435714,2.001904806,2.821476644,15.70570506,0.709523791,0.155672755
British Chivalry,Isle of Man,46803,174,32.22399902,18.79999924,12.19999981,6.59999943,7.818879902,5.39970225,9.255319523,1.71404257,2.641311436,14.2622953,0.648936186,0.189249794
Didimon,Panama,37432,168,31.02599907,19,10.5,8.5,7.716,5.414813545,8.842105263,1.632947319,2.954857054,16,0.552631579,0.190065405
Dai Viet,Vietnam,37432,168,31.02599907,17,10.5,6.5,7.716,5.414813545,9.882352941,1.825058769,2.954857054,16,0.617647059,0.190065405
British Harmony,Isle of Man,46803,174,32.22399902,18.79999924,12.2159996,6.58399964,7.818879902,5.39970225,9.255319523,1.71404257,2.637852004,14.2436154,0.649787239,0.189249794
British Courtesy,Isle of Man,47210,174,32.22399902,18.79999924,12.39999962,6.39999962,7.818879902,5.39970225,9.255319523,1.71404257,2.598709678,14.03225849,0.659574475,0.189249794
British Serenity,Isle of Man,47210,174,32.26100159,18.79999924,12.39999962,6.39999962,7.818879902,5.393508925,9.255319523,1.716010792,2.601693756,14.03225849,0.659574475,0.189249794
British Tranquillity,United Kingdom,47210,174,32.26100159,18.79999924,12.39999962,6.39999962,7.818879902,5.393508925,9.255319523,1.716010792,2.601693756,14.03225849,0.659574475,0.189249794
Nordic Freedom,Bermuda,159500,264,48,23.70000076,16.95100021,6.74900055,7.818879902,5.5,11.13924015,2.025316391,2.831691311,15.57430221,0.715232053,0.153641336
Cape Beale,Cyprus,40327,168,31.04000092,17,10.06000042,6.93999958,7.4588,5.412370974,9.882352941,1.825882407,3.08548704,16.6998005,0.591764731,0.183729891
Mariner A,Malta,40099,168,31.03199959,17.20000076,11.10000038,6.10000038,7.716,5.413766506,9.767441429,1.804185943,2.795675543,15.13513462,0.645348831,0.190065405
African Future,Liberia,40263,168,31,17.20000076,11.10000038,6.10000038,7.716,5.419354839,9.767441429,1.802325502,2.792792697,15.13513462,0.645348831,0.190065405
Nedas,Liberia,61328,206.5599976,32.29199982,18.5,12.26000023,6.23999977,7.613120098,6.396630706,11.16540528,1.745513504,2.63393142,16.8482866,0.662702715,0.169123932
Xanthos,Liberia,61369,206.5599976,32.29199982,18.5,12.27999973,6.22000027,7.716,6.396630706,11.16540528,1.745513504,2.629641737,16.82084708,0.663783769,0.171409388
CSK Shelton,Hong Kong,106029,238.3000031,43.01699829,21,14.30000019,6.69999981,7.716,5.539670655,11.3476192,2.04842849,3.008181659,16.66433566,0.68095239,0.159586331
Western Baltic,Bahamas,52700,177,32.22600174,18.5,13,5.5,7.716,5.492459208,9.567567568,1.74194604,2.478923211,13.61538462,0.702702703,0.185170194
Western Atlantic,Bahamas,52700,177,32.22600174,18.5,13,5.5,7.716,5.492459208,9.567567568,1.74194604,2.478923211,13.61538462,0.702702703,0.185170194
Western Pacific,Bahamas,52700,177,32.22600174,18.5,13.0170002,5.4829998,7.716,5.492459208,9.567567568,1.74194604,2.475685737,13.59760293,0.703621632,0.185170194
Shinyo Florentina,Hong Kong,319180,319,60.04000092,30.04000092,22.5,7.54000092,8.076079902,5.313124502,10.61917411,1.998668411,2.668444485,14.17777778,0.749001309,0.144367941
High Valor,Ireland,46992,173.8999939,32.20000076,19.10000038,11,8.10000038,7.4588,5.400620801,9.104711541,1.685863881,2.927272796,15.80909035,0.575916219,0.180586248
High Courage,Ireland,46991,175.8800049,32.20000076,19.10000038,11,8.10000038,7.4588,5.462111824,9.208377037,1.685863881,2.927272796,15.98909135,0.575916219,0.179566875
Perseverance,Liberia,73788,219,32.29000092,20.60000038,14.27000046,6.32999992,7.4588,6.782285344,10.63106777,1.567475744,2.26278906,15.34688108,0.692718456,0.160920881
Affinity,Singapore,73741,219,32.29000092,20.60000038,12.22000027,8.38000011,7.664559805,6.782285344,10.63106777,1.567475744,2.642389542,17.92143987,0.593203886,0.165360073
Ti Hellas,Belgium,318934,319,60.04000092,30.39999962,22.5,7.89999962,8.024640195,5.313124502,10.49342118,1.975000055,2.668444485,14.17777778,0.740131588,0.143448405
Jeanne-Marie,France,52160,213,36,22.29999924,11.72000027,10.57999897,8.899119609,5.916666667,9.551569832,1.614349831,3.071672284,18.17406101,0.525560568,0.194680628
Phoenix Dream,Panama,105784,234,42,21.45000076,14.91800022,6.53200054,7.767440195,5.571428571,10.90909052,1.958041889,2.815390762,15.68574853,0.695477841,0.162119586
Ottoman Nobility,Turkey,152622,258,46.03699875,24.39999962,16.20000076,8.19999886,7.716,5.604188088,10.57377066,1.886762273,2.841789913,15.92592518,0.663934468,0.153372629
Seaoath,Malta,105472,234,42,21,14.92000008,6.07999992,7.510240195,5.571428571,11.14285714,2,2.81501339,15.68364603,0.710476194,0.156751388
Besiktas Bosphorus,Turkey,163750,264,50,23.10000038,16.93000031,6.17000007,7.9732,5.28,11.42857124,2.164502129,2.953337217,15.59362051,0.732900434,0.156673733
Scf Aldan,Liberia,159062,264,48,23.10000038,17.0720005,6.02799988,8.076079902,5.5,11.42857124,2.077922044,2.811621286,15.46391707,0.739047629,0.158695328
Scf Byrranga,Liberia,159200,264,48,23.10000038,17.0720005,6.02799988,8.076079902,5.5,11.42857124,2.077922044,2.811621286,15.46391707,0.739047629,0.158695328
Seasong,Malta,105472,234,42.0320015,21,14.89999962,6.10000038,7.510240195,5.567186707,11.14285714,2.001523881,2.82093977,15.70469839,0.709523791,0.156751388
Baltic Ambassador,Cyprus,37340,175,27.34000015,16.70000076,11.19999981,5.50000095,7.4588,6.4008778,10.47904144,1.637125683,2.441071483,15.62500027,0.670658641,0.180017793
Lisca Bianca M,Italy,37340,175,27.34000015,16.70000076,11.19999981,5.50000095,7.716,6.4008778,10.47904144,1.637125683,2.441071483,15.62500027,0.670658641,0.186225304
Torm Ragnhild,Denmark,46187,173.8999939,32.23199844,19.10000038,11,8.10000038,7.4588,5.395259441,9.104711541,1.687539152,2.930181676,15.80909035,0.575916219,0.180586248
Fr8 Adria,Bahamas,47300,174.8000031,32.22800064,17.5,12.19999981,5.30000019,7.510240195,5.423855021,9.988571606,1.841600037,2.641639438,14.32786933,0.697142846,0.181362964
Scarlet Star,Virgin Islands (British),37252,176.0800018,27.37599945,16.70000076,11.19999981,5.50000095,7.4588,6.431911358,10.5437122,1.63928133,2.444285707,15.721429,0.670658641,0.179464867
Emerald Star,Norway,37270,175,27.39999962,16.70000076,11.21700001,5.48300075,7.4588,6.386861402,10.47904144,1.640718465,2.442720834,15.60131941,0.671676617,0.180017793
Strymon,Liberia,47120,173.8999939,32.23199844,19.10000038,12.43000031,6.67000007,7.4588,5.395259441,9.104711541,1.687539152,2.593081065,13.9903451,0.650785344,0.180586248
Evros,Liberia,47120,173.8999939,32.23199844,19.10000038,12.43000031,6.67000007,7.4588,5.395259441,9.104711541,1.687539152,2.593081065,13.9903451,0.650785344,0.180586248
Torm Signe,Singapore,72718,219,32.27500153,20.60000038,14.02200031,6.57800007,8.076079902,6.785437324,10.63106777,1.566747618,2.301740181,15.61831373,0.680679614,0.174238469
Aktea,Greece,107091,238,43.03499985,21,14.5,6.5,7.818879902,5.530382266,11.33333333,2.049285707,2.967931024,16.4137931,0.69047619,0.161816037
Rainier Spirit,United States,114880,239,44.0340004,21,14.80000019,6.19999981,7.2016,5.427624059,11.38095238,2.096857162,2.975270259,16.14864844,0.704761914,0.14872896
Matterhorn Spirit,United States,114834,242,44.05699921,21,14.81900024,6.18099976,7.561679902,5.492884317,11.52380952,2.097952343,2.973007524,16.3303864,0.705666678,0.15519442
V. K. Eddie,Panama,305261,320.2799988,58.04399872,31,22.42300034,8.57699966,7.818879902,5.517883086,10.33161286,1.872387055,2.588591974,14.28354787,0.723322592,0.13949066
Athina,Liberia,318658,319,60.04000092,30.39999962,22.52400017,7.87599945,8.076079902,5.313124502,10.49342118,1.975000055,2.665601157,14.16267082,0.740921067,0.144367941
Western Arctic,Bahamas,52700,177,32.22600174,18.5,13,5.5,7.716,5.492459208,9.567567568,1.74194604,2.478923211,13.61538462,0.702702703,0.185170194
Torgovy Bridge,Liberia,46697,174.6900024,32.34000015,17.5,12.19699955,5.30300045,7.2016,5.401669808,9.982285851,1.848000009,2.651471783,14.32237508,0.696971403,0.173964433
Berge Odin,Norway,29000,172,29.20000076,18.20000076,10.19999981,8.00000095,8.436159805,5.890410806,9.450549056,1.604395579,2.862745226,16.86274541,0.560439527,0.205374288
Seaking,Greece,318669,319,60.04000092,30.39999962,22.5,7.89999962,8.076079902,5.313124502,10.49342118,1.975000055,2.668444485,14.17777778,0.740131588,0.144367941
Besiktas Dardanelles,Turkey,163750,264,50,23.10000038,16,7.10000038,7.2016,5.28,11.42857124,2.164502129,3.125,16.5,0.692640681,0.141511759
Adygeya,Liberia,105926,234,42,21,14.89999962,6.10000038,7.510240195,5.571428571,11.14285714,2,2.818792018,15.70469839,0.709523791,0.156751388
Valle Di Granada,Italy,34645,176,27.34000015,16.70000076,11.19999981,5.50000095,7.716,6.437454244,10.53892168,1.637125683,2.441071483,15.71428598,0.670658641,0.185695501
Eagle Valencia,Bermuda,306999,318,58.04000092,31.25,21.89800072,9.35199928,8.178959805,5.478979927,10.176,1.857280029,2.650470317,14.52187367,0.700736023,0.146436726
Eagle Venice,Singapore,309164,318,58.04000092,31.25,22.23999977,9.01000023,8.178959805,5.478979927,10.176,1.857280029,2.609712299,14.2985613,0.711679993,0.146436726
Helga Spirit,Marshall Islands,114780,239,43.79999924,21.29999924,14.89999962,6.39999962,7.716,5.456621099,11.22065768,2.056338066,2.939597339,16.04026887,0.699530524,0.159352457
